,Adenine content(1),Adenine content(2),Adenine content(3),Cytosine content(1),Cytosine content(2),Cytosine content(3),Enthalpy (RNA)1,Enthalpy (RNA)2,Enthalpy (RNA)3,Enthalpy (RNA)_1,Enthalpy (RNA)_2,Enthalpy (RNA)_3,Entropy (RNA)1,Entropy (RNA)2,Entropy (RNA)3,Entropy (RNA)_1,Entropy (RNA)_2,Entropy (RNA)_3,Free energy (RNA)1,Free energy (RNA)2,Free energy (RNA)3,Free energy (RNA)_1,Free energy (RNA)_2,Free energy (RNA)_3,GC content1,GC content2,GC content3,Guanine content1,Guanine content2,Guanine content3,Hydrophilicity (RNA)1,Hydrophilicity (RNA)2,Hydrophilicity (RNA)3,Hydrophilicity (RNA)_1,Hydrophilicity (RNA)_2,Hydrophilicity (RNA)_3,Keto (GT) content1,Keto (GT) content2,Keto (GT) content3,Purine (AG) content1,Purine (AG) content2,Purine (AG) content3,Rise (RNA)1,Rise (RNA)2,Rise (RNA)3,Roll (RNA)1,Roll (RNA)2,Roll (RNA)3,Shift (RNA)1,Shift (RNA)2,Shift (RNA)3,Slide (RNA)1,Slide (RNA)2,Slide (RNA)3,Stacking energy (RNA)1,Stacking energy (RNA)2,Stacking energy (RNA)3,Thymine content1,Thymine content2,Thymine content3,Tilt (RNA)1,Tilt (RNA)2,Tilt (RNA)3,Twist (RNA)1,Twist (RNA)2,Twist (RNA)3
ghr-miR7505,0.302,-2.927,-0.002,0.23,0.014,0.463,0.139,0.015,-0.039,0.003,0.123,0.197,0.0,-0.001,0.036,0.129,2.949,0.022,0.089,0.005,0.102,0.813,0.181,-5.261,0.001,-0.211,0.008,0.301,-0.187,0.554,0.039,0.617,-0.76,-0.126,-1.754,0.013,-0.018,-0.303,0.634,0.012,-0.264,0.003,-0.284,-0.766,0.223,9.61,-0.001,-0.164,0.007,0.276,-0.022,0.319,-0.052,3.514,-1.311,-0.015,1.083,0.011,-0.012,-0.065,12.805,0.009,-0.038,0.022,-0.127,1.6
ssp-miR1432,0.089,-10.731,0.001,0.197,0.002,0.161,0.066,-0.82,0.107,-0.294,-0.198,0.036,-1.016,-0.001,0.091,0.088,2.574,0.004,0.056,0.007,0.105,0.653,-0.082,-11.705,0.007,0.067,-0.001,0.023,-0.152,0.751,-0.064,-1.711,-0.057,-0.018,-1.831,-0.001,-0.181,-0.109,-9.169,-0.001,-0.12,-0.004,-0.056,-1.621,-0.037,-10.088,0.0,0.13,0.0,0.068,-0.102,2.005,-0.078,-2.195,-0.04,-0.019,-1.344,-0.018,-0.102,-0.029,-8.256,0.003,-0.034,-0.009,0.0,-1.163
esa-miRn5,0.042,-20.243,-0.001,0.072,0.006,0.302,-0.011,-0.192,-0.04,-0.119,0.024,0.116,-2.493,-0.003,0.108,0.0,-2.101,0.009,-0.024,-0.003,0.008,-0.252,-0.143,-4.559,-0.001,-0.023,-0.004,-0.058,-0.067,-1.434,-0.062,0.67,-0.31,-0.099,-1.28,0.032,-0.164,-0.232,-3.756,-0.007,-0.17,-0.004,-0.17,-1.275,0.062,8.889,0.001,-0.025,-0.007,-0.167,-0.136,0.776,0.037,1.966,0.193,-0.189,1.774,0.044,-0.115,0.156,17.69,-0.01,0.124,0.03,0.056,2.915
sly-miR393,0.139,-11.518,0.001,0.066,0.01,0.343,0.0,0.186,-0.147,-1.485,-0.096,0.147,-1.21,0.0,0.191,0.117,-4.872,0.013,0.073,0.008,0.205,-0.246,-0.108,11.139,0.0,-0.067,0.004,0.076,-0.111,0.676,0.104,-2.655,-0.461,-0.067,1.637,0.009,-0.02,0.004,7.731,0.006,0.013,0.011,-0.12,1.271,-0.149,5.928,-0.003,0.046,0.003,-0.164,0.118,0.793,0.093,-2.155,-0.051,-0.093,0.71,0.025,-0.139,-0.025,14.507,0.006,-0.057,0.031,-0.186,2.143
pvu-miR1514a,0.31,5.822,0.002,0.06,0.009,0.295,0.148,-0.575,0.051,-0.32,-0.295,0.325,1.893,-0.002,0.16,0.372,10.771,0.011,0.293,0.005,0.27,2.772,0.1,-5.131,-0.002,-0.032,0.002,0.103,-0.055,-0.223,-0.154,0.776,-0.457,-0.026,-1.298,0.02,-0.095,-0.167,-6.753,0.002,-0.15,-0.006,-0.108,-1.533,0.033,-9.14,-0.001,-0.033,-0.001,0.111,-0.061,-0.973,-0.283,2.622,0.23,-0.208,-2.162,0.027,-0.156,-0.279,-5.607,-0.001,-0.255,0.0,-0.225,-1.639
gma-miR2111f,0.108,4.115,0.0,0.089,0.009,0.233,0.155,-1.153,-0.065,-0.283,-0.038,0.169,0.641,0.001,0.163,0.001,-0.223,0.012,-0.004,0.004,-0.003,-0.02,-0.053,-19.562,0.003,-0.047,0.003,-0.032,-0.003,0.441,0.028,-0.658,-0.383,0.012,-3.041,-0.025,-0.05,-0.166,-11.547,0.004,-0.156,-0.017,-0.108,-2.015,-0.093,-31.118,0.0,-0.006,0.003,-0.111,-0.18,-4.104,-0.005,-1.935,2.365,0.012,-4.576,-0.039,-0.111,-0.154,-12.488,0.004,-0.165,-0.038,-0.053,-2.316
sly-miR6023,0.26,-4.69,-0.002,0.17,0.014,0.485,0.3,0.617,0.244,-0.052,0.043,0.41,0.113,0.0,0.15,0.214,11.942,0.017,0.143,0.012,0.145,2.414,0.063,-3.408,0.001,0.042,0.007,0.195,0.263,0.21,0.008,-2.245,-1.466,0.116,-0.944,-0.001,-0.105,-0.143,-4.339,0.008,-0.127,-0.001,-0.142,-0.823,0.044,-12.142,-0.003,0.0,0.003,-0.067,0.111,0.145,-0.2,-3.761,-1.792,0.011,-2.008,-0.027,-0.167,-0.152,-20.256,0.006,-0.141,-0.018,-0.111,-3.102
ppe-miR6263,0.05,-4.804,0.0,0.258,0.005,0.169,0.008,-0.346,-0.125,-0.44,-0.121,0.075,0.131,0.001,0.061,0.247,3.123,0.009,0.195,0.011,0.247,1.253,-0.058,-3.511,-0.002,-0.178,-0.003,0.012,-0.102,-0.125,0.07,2.064,-0.849,-0.088,-1.007,-0.002,0.009,-0.162,0.985,-0.005,-0.158,0.007,-0.167,-0.366,-0.062,9.514,0.003,-0.313,-0.006,-0.046,0.068,0.603,-0.218,2.864,1.76,0.084,0.646,-0.009,0.068,-0.263,-1.445,-0.012,-0.154,-0.015,-0.217,-0.896
bna-miR2111b-3p,0.144,-9.978,0.0,0.244,0.01,0.366,0.186,-0.009,-0.018,-0.222,0.24,0.091,-0.758,0.001,0.296,0.233,5.016,0.016,0.151,0.014,0.263,1.417,0.096,-7.842,-0.005,-0.012,0.001,0.108,0.029,1.459,-0.136,-0.687,1.454,-0.126,-1.934,-0.007,0.035,-0.177,-10.161,0.003,-0.163,-0.01,-0.056,-1.964,0.102,-19.931,0.0,-0.096,0.003,-0.003,-0.037,2.425,0.063,-2.034,1.572,-0.105,-3.679,0.004,-0.139,-0.315,-11.951,0.005,-0.259,-0.001,-0.176,-2.72
ath-miR402,0.25,1.159,0.002,0.22,0.008,0.335,0.07,-0.412,0.033,-0.323,-0.719,0.198,1.407,0.002,0.21,0.412,13.807,0.015,0.34,0.01,0.347,3.313,0.0,10.079,-0.002,-0.053,-0.003,-0.076,-0.042,-0.255,0.16,0.368,-0.031,0.05,1.803,0.032,0.082,0.181,10.866,-0.004,0.148,0.019,0.15,2.101,-0.028,15.048,0.002,-0.167,-0.007,-0.208,0.0,-0.448,0.047,3.067,-0.126,-0.058,1.864,0.028,0.05,0.008,4.717,-0.014,0.02,0.012,0.044,0.679
osa-miR1867,0.083,-9.524,0.0,0.111,0.003,0.059,0.074,-1.077,-0.053,-0.778,-0.614,0.111,-0.904,0.001,0.025,0.062,0.297,0.004,0.038,0.005,0.049,0.231,-0.147,-8.264,-0.003,-0.203,-0.003,-0.176,0.069,-0.64,0.031,0.588,0.378,0.0,-1.609,0.027,-0.059,-0.156,-5.262,-0.007,-0.159,0.002,-0.17,-1.243,-0.069,-19.596,0.0,-0.215,-0.003,0.056,0.062,-0.182,0.073,-0.014,2.944,0.0,-3.529,0.019,0.035,-0.236,-7.577,-0.005,-0.203,-0.02,-0.111,-2.066
ath-miR391a,0.108,-26.517,0.001,0.224,0.003,0.199,-0.047,-1.807,0.017,-3.039,0.09,0.028,-3.127,0.001,0.089,0.101,-3.595,0.007,0.044,-0.008,0.208,-0.159,0.003,10.82,0.0,0.099,0.002,0.173,-0.123,-0.047,-0.002,1.558,0.197,-0.026,1.061,0.035,-0.032,-0.035,2.433,0.005,-0.02,0.013,-0.029,0.205,0.003,-23.942,-0.001,0.019,0.0,0.26,0.028,0.409,0.038,0.802,2.459,-0.028,-3.394,0.026,0.068,-0.111,1.646,0.0,-0.109,-0.014,-0.118,-0.274
osa-miR531a,0.079,-9.566,0.0,0.14,0.001,0.087,0.136,-1.45,-0.003,-2.713,-0.662,0.062,-0.908,0.0,0.194,0.153,-2.03,0.002,0.093,0.001,0.215,0.204,0.035,3.633,0.0,-0.1,-0.001,-0.056,0.0,1.607,-0.095,-3.749,-1.119,-0.078,0.493,0.002,0.052,0.105,3.189,0.0,0.038,0.02,0.095,0.951,-0.014,16.19,0.003,-0.014,0.002,-0.014,0.0,1.202,-0.037,0.948,0.023,-0.032,3.246,0.03,0.095,0.285,16.277,0.005,0.28,0.036,0.114,3.384
osa-miR2863b,0.086,1.622,0.004,0.072,0.006,0.263,0.061,-0.367,0.053,-0.56,-0.03,0.291,1.091,0.002,0.169,0.245,9.986,0.006,0.195,0.014,0.194,2.251,-0.02,-0.008,-0.002,-0.023,-0.005,-0.114,0.02,-0.295,-0.019,-1.108,0.21,-0.026,0.006,0.003,-0.07,0.008,-3.945,-0.006,0.009,-0.001,0.009,-0.487,-0.022,-8.894,-0.002,-0.025,0.0,-0.183,0.105,0.243,0.005,0.517,0.423,-0.037,-1.634,-0.005,-0.161,-0.102,-11.696,0.0,-0.104,-0.005,-0.065,-1.93
ptc-miR476a,0.213,-5.188,-0.001,0.23,0.017,0.548,0.058,-0.488,-0.126,-0.41,-0.28,0.144,-0.145,0.0,0.216,0.177,1.217,0.024,0.131,0.003,0.141,0.766,0.003,-1.173,0.0,0.012,0.01,0.19,-0.012,1.235,0.17,0.269,-0.218,-0.099,-0.57,0.019,0.117,-0.075,8.081,0.016,-0.097,0.026,-0.12,0.946,-0.115,7.475,0.0,0.062,0.003,-0.093,0.028,-0.39,-0.099,1.96,-1.148,-0.136,1.187,0.059,0.065,0.063,22.394,0.006,0.059,0.031,-0.059,3.388
tae-miR9654a-3p,0.31,-11.69,0.002,0.075,0.01,0.36,0.07,-0.562,-0.195,-1.405,-0.299,0.22,-0.974,-0.003,0.09,0.223,-0.436,0.016,0.154,-0.001,0.235,0.69,-0.2,-4.12,-0.004,-0.063,-0.002,-0.095,-0.095,0.076,-0.012,-2.663,-0.933,-0.063,-0.951,0.002,-0.168,-0.123,-7.891,-0.002,-0.12,0.001,-0.126,-1.369,-0.433,11.227,-0.003,-0.067,-0.008,-0.361,-0.056,0.255,0.074,-2.653,-0.282,-0.156,1.517,0.018,-0.089,-0.057,5.766,-0.013,-0.04,0.019,-0.194,0.81
ptc-miR1446,0.272,-11.163,-0.005,0.154,0.014,0.389,0.093,0.593,-0.124,-0.438,0.37,0.105,-1.551,0.0,0.043,0.046,-3.593,0.023,-0.005,0.003,0.056,-0.331,-0.065,9.197,0.002,0.098,0.006,0.0,-0.039,0.111,0.035,0.634,-0.117,-0.029,1.767,0.022,-0.013,0.174,18.923,0.011,0.134,0.03,0.059,3.186,-0.194,0.962,0.0,0.042,0.001,-0.219,0.0,-0.333,-0.014,0.604,-0.775,-0.056,0.846,0.064,-0.007,0.192,20.454,0.002,0.14,0.039,0.063,3.45
hvu-miR9678-3p,0.15,-2.663,0.0,0.075,0.006,0.22,0.135,-1.637,-0.016,-0.902,0.29,0.128,0.225,0.001,0.345,0.164,1.305,0.008,0.141,0.004,0.178,0.751,0.053,11.03,-0.004,-0.105,0.001,0.074,-0.076,0.937,-0.047,0.971,-0.388,-0.005,1.452,0.027,0.1,0.029,5.655,0.001,0.041,0.016,0.037,0.873,0.056,5.899,-0.002,-0.056,-0.002,0.142,-0.144,0.278,-0.027,2.744,-0.591,-0.097,0.965,0.024,0.031,0.046,6.09,-0.003,0.037,0.022,0.047,0.987
ppt-miR2083,0.061,-3.415,-0.001,0.05,0.006,0.111,0.061,-0.873,-0.083,-0.488,0.034,0.089,-0.444,0.003,0.042,-0.005,-1.856,0.008,-0.025,0.003,-0.003,-0.244,-0.047,2.582,0.002,-0.061,-0.002,0.006,-0.058,0.769,0.052,2.608,-0.314,-0.088,-0.092,-0.004,-0.012,-0.136,-1.85,-0.004,-0.102,0.005,-0.111,-0.673,-0.05,-5.026,-0.001,0.053,-0.007,-0.053,-0.028,-0.856,0.019,1.39,0.38,-0.065,-0.556,-0.026,-0.012,0.05,-2.179,-0.01,0.031,-0.007,0.059,-0.186
sly-miR6026,0.11,0.255,-0.002,0.125,0.005,0.19,-0.03,-1.174,-0.205,-0.372,-0.879,0.17,1.005,0.002,0.09,0.234,4.069,0.008,0.218,0.0,0.185,1.344,0.011,-20.832,-0.001,-0.066,-0.002,-0.116,0.084,0.431,0.01,-5.471,-1.599,-0.092,-4.258,0.002,-0.168,-0.355,-25.668,-0.002,-0.365,0.001,-0.182,-4.762,-0.044,-27.784,-0.001,-0.069,-0.002,-0.122,0.0,1.994,0.019,-5.044,-2.084,-0.114,-5.248,0.028,-0.178,-0.432,-23.578,-0.003,-0.415,0.003,-0.247,-4.726
esa-miRn4-3p,0.291,-7.719,0.001,0.042,0.008,0.305,0.299,0.076,0.129,-0.119,0.029,0.327,-0.752,-0.002,0.119,0.08,3.228,0.01,0.038,0.005,0.055,0.748,-0.035,-13.355,-0.007,-0.012,0.0,0.251,-0.026,0.043,-0.246,0.772,0.331,0.067,-2.532,0.006,-0.123,-0.305,-6.509,0.0,-0.232,0.0,-0.24,-1.892,0.003,-2.357,0.001,-0.012,0.0,0.31,-0.204,1.375,-0.213,-0.142,0.441,0.071,-0.418,0.006,-0.071,-0.102,-3.771,0.0,-0.062,0.007,-0.077,-0.912
esa-miRn13,0.25,-3.877,0.004,0.109,0.007,0.25,0.141,-1.26,-0.081,-0.66,0.075,0.133,-0.1,-0.004,0.078,0.157,-1.628,0.01,0.109,-0.003,0.148,0.445,0.05,-4.264,0.0,-0.017,-0.003,0.133,-0.067,-0.154,0.06,4.229,0.438,-0.125,-1.246,-0.017,-0.033,-0.163,-2.312,-0.003,-0.146,-0.01,-0.067,-1.036,0.018,-14.533,0.0,-0.018,-0.005,0.071,-0.143,0.301,-0.086,-3.67,-1.974,-0.063,-2.704,-0.023,-0.036,-0.238,-21.849,-0.009,-0.209,-0.003,-0.071,-3.869
ath-miR163a,0.157,-13.057,-0.001,0.062,0.011,0.426,0.037,0.456,-0.219,-0.314,0.051,0.202,-1.429,-0.001,0.169,0.006,-3.968,0.015,0.003,0.003,0.033,-0.471,-0.091,5.128,-0.005,-0.03,0.001,0.091,-0.108,-0.486,-0.06,-3.004,-0.825,-0.121,0.685,0.005,-0.078,-0.082,-4.39,0.002,-0.04,0.0,-0.16,-0.66,-0.132,-0.187,-0.002,0.018,-0.006,-0.227,-0.064,-0.551,-0.012,-4.073,-1.086,-0.177,-0.174,-0.011,-0.132,0.076,-4.289,-0.006,0.026,-0.004,0.032,-0.217
sly-miR395a,0.24,-0.629,-0.002,0.313,0.012,0.52,0.335,2.306,-0.076,-0.075,0.915,0.275,0.73,0.0,0.4,0.302,5.068,0.017,0.205,0.019,0.245,1.634,-0.042,-0.993,0.0,0.171,0.003,0.305,0.203,1.846,-0.111,-0.847,1.756,0.079,-0.316,-0.01,0.2,-0.119,-6.058,0.002,-0.064,-0.012,-0.055,-1.314,-0.111,-10.851,-0.003,0.125,-0.006,0.122,0.158,-1.332,-0.132,-2.008,0.819,-0.028,-2.201,-0.035,0.044,-0.308,-20.509,-0.01,-0.216,-0.043,-0.169,-3.819
ghr-miR8638,0.233,-3.731,0.0,0.161,0.013,0.404,0.028,-0.897,-0.197,-0.485,-0.452,0.091,0.049,-0.001,0.224,0.219,-1.825,0.02,0.155,0.0,0.199,0.54,0.058,-18.682,-0.002,0.058,0.008,0.278,-0.091,-0.999,0.0,-0.295,-0.181,-0.07,-3.034,-0.02,-0.123,-0.138,-2.756,0.012,-0.143,-0.021,-0.073,-0.828,0.136,-7.531,-0.002,0.003,0.004,0.313,-0.037,-0.894,-0.026,2.406,0.231,-0.015,-1.897,-0.034,-0.189,-0.253,-10.463,0.006,-0.214,-0.018,-0.195,-2.082
ath-miR846,0.199,-11.912,0.002,0.042,0.005,0.238,0.0,-0.65,-0.315,-0.568,-0.195,0.141,-1.303,-0.004,0.066,0.105,-5.242,0.009,0.063,-0.005,0.108,-0.333,-0.199,-7.569,-0.004,-0.012,-0.007,-0.12,-0.222,0.529,0.018,1.114,0.473,-0.351,-1.092,0.006,-0.067,-0.014,6.754,-0.009,-0.028,0.009,-0.018,0.837,-0.195,4.991,-0.002,-0.012,-0.01,-0.226,-0.176,-0.456,0.068,-2.214,-0.438,-0.313,1.097,0.003,-0.012,0.201,14.704,-0.014,0.144,0.015,0.099,2.84
esa-miRn7,0.249,-14.528,-0.002,0.093,0.008,0.286,0.138,-0.03,0.04,-0.612,-0.036,0.075,-1.884,-0.004,0.129,0.095,-0.263,0.013,0.014,-0.002,0.091,0.263,-0.014,-6.999,0.002,-0.052,-0.007,-0.245,-0.01,0.318,-0.143,-1.007,0.321,-0.121,-1.018,0.001,-0.086,-0.031,-5.859,-0.01,-0.038,-0.002,-0.007,-0.882,-0.148,-0.458,-0.003,-0.088,-0.01,-0.466,-0.115,-0.474,-0.06,-1.654,2.571,-0.075,-0.316,-0.006,-0.143,-0.124,-3.313,-0.017,-0.068,-0.011,-0.063,-0.992
hvu-miR9863,0.04,-18.845,-0.001,0.035,0.0,0.098,-0.013,-1.634,0.001,-0.413,0.084,0.02,-2.116,-0.002,0.148,0.087,0.512,0.001,0.049,-0.004,0.095,0.39,-0.068,12.514,-0.001,-0.016,-0.001,-0.061,-0.132,-0.076,0.088,2.387,0.328,-0.084,1.193,-0.005,-0.026,-0.127,-4.102,-0.001,-0.082,0.001,-0.129,-1.012,-0.078,9.206,0.0,-0.017,-0.001,0.042,0.028,0.078,-0.046,2.547,-0.348,0.078,1.493,-0.006,0.114,0.06,7.903,-0.001,0.071,0.007,0.067,1.088
ath-miR863,-0.006,-12.084,0.001,0.058,0.0,0.039,-0.019,-1.357,-0.074,-0.524,0.073,0.061,-0.935,0.001,0.161,0.13,2.847,-0.001,0.106,0.003,0.127,0.915,-0.058,22.557,-0.002,-0.05,-0.001,-0.018,0.003,0.613,-0.073,-2.301,-0.881,0.009,3.184,-0.003,0.082,0.095,0.36,-0.002,0.101,0.01,0.064,0.541,0.0,16.862,-0.001,0.006,0.0,-0.022,0.062,2.008,0.208,-1.591,-0.092,0.068,3.091,0.006,0.053,0.31,18.713,0.001,0.238,0.026,0.17,3.64
esa-miRn2.2-3p,0.147,-14.724,0.002,0.277,0.006,0.238,0.105,-1.463,-0.093,-0.283,-0.22,0.094,-1.445,0.001,0.119,0.142,0.514,0.011,0.093,0.001,0.158,0.548,0.117,6.781,-0.003,0.07,0.002,0.178,0.111,0.23,0.021,-1.158,2.522,-0.067,0.201,-0.01,0.044,-0.107,-7.949,0.005,-0.085,-0.024,-0.111,-1.583,0.084,-23.415,-0.001,0.074,0.0,0.17,0.118,0.6,-0.036,-1.322,3.458,-0.012,-3.498,-0.037,0.019,-0.133,-11.637,-0.001,-0.125,-0.043,-0.059,-2.278
ppt-miR537a,0.108,-9.07,0.0,0.042,0.008,0.316,0.152,-2.413,0.036,-0.407,-0.462,0.252,-0.868,-0.001,0.266,0.122,1.634,0.009,0.07,-0.001,0.102,0.633,-0.032,0.533,-0.004,-0.012,0.003,0.111,0.056,0.609,-0.149,-1.254,-1.274,0.099,0.126,-0.004,0.094,0.016,3.442,0.002,-0.015,0.005,-0.006,0.505,-0.071,19.477,0.0,0.105,-0.001,0.059,0.059,-2.084,0.019,2.037,-1.873,0.046,3.317,-0.014,0.019,0.135,16.852,-0.005,0.166,0.001,0.05,2.725
esa-miRn6-3p,0.127,-6.27,0.001,0.058,0.002,0.114,0.036,-2.036,0.026,-0.371,-0.046,-0.014,-0.515,-0.003,0.139,0.103,3.497,0.004,0.074,0.0,0.094,0.83,-0.164,-13.984,0.002,-0.05,-0.004,-0.246,-0.36,-3.501,-0.081,-2.018,2.45,-0.181,-2.602,-0.012,-0.099,-0.256,-15.081,-0.007,-0.188,-0.027,-0.129,-2.981,-0.019,-1.177,0.0,0.065,0.003,-0.059,-0.028,0.185,0.046,1.176,2.385,0.043,-0.951,-0.019,-0.071,-0.238,-7.42,0.004,-0.171,-0.018,-0.142,-2.037
nta-miR6149a,0.116,-10.394,0.002,0.161,0.003,0.102,0.05,-2.01,-0.069,-1.23,-0.385,0.042,-1.013,-0.002,0.119,0.165,-3.666,0.005,0.092,-0.002,0.252,-0.029,-0.126,-19.015,-0.006,0.003,-0.004,-0.164,-0.07,2.659,-0.096,-7.102,-1.771,-0.067,-3.084,0.004,-0.178,-0.174,-15.439,-0.008,-0.184,0.003,-0.117,-2.737,-0.161,-8.543,0.001,0.003,-0.004,-0.229,-0.087,-3.001,0.074,-6.985,0.378,0.009,-1.902,-0.007,-0.248,-0.326,-15.089,-0.009,-0.244,-0.019,-0.3,-3.179
zma-miR399b,0.05,-8.71,-0.002,0.089,0.011,0.285,0.028,-0.91,-0.034,-1.055,-0.416,0.064,-1.279,0.001,0.144,-0.011,-5.298,0.014,-0.049,0.001,0.008,-0.733,-0.003,-6.349,0.001,0.023,0.007,0.117,-0.091,-0.391,-0.024,1.485,0.225,-0.044,-1.333,0.032,-0.099,-0.101,1.964,0.011,-0.138,0.007,-0.079,-0.126,0.009,18.316,0.0,0.127,0.005,0.046,-0.037,0.459,-0.015,-0.789,-0.684,-0.105,2.94,0.032,-0.046,0.177,12.051,0.009,0.175,0.026,0.046,2.515
ath-miR172a,-0.017,-20.804,-0.001,0.116,0.001,0.191,-0.066,-0.56,-0.046,-0.687,0.051,0.036,-2.59,0.001,0.111,-0.033,-2.192,0.002,-0.061,-0.002,-0.017,-0.402,-0.073,12.476,-0.001,-0.076,-0.002,-0.164,-0.041,-0.259,-0.007,2.047,0.005,-0.018,1.295,-0.001,-0.067,-0.018,0.301,-0.004,-0.04,0.008,-0.006,-0.046,0.025,15.101,-0.001,-0.056,-0.002,-0.207,0.074,-0.977,0.011,3.486,-1.264,-0.019,2.71,0.027,-0.071,0.192,9.548,-0.003,0.214,0.006,0.118,1.952
hvu-miR9778,0.139,-16.424,-0.001,-0.03,0.004,0.141,0.028,-0.636,-0.153,-1.033,-0.083,0.011,-2.364,0.001,0.058,-0.034,-7.341,0.007,-0.067,0.006,0.0,-1.06,-0.076,-0.944,-0.001,-0.105,-0.007,-0.088,-0.035,-1.484,0.121,-0.421,0.264,-0.099,-0.418,-0.02,-0.032,-0.11,-3.132,-0.01,-0.082,-0.018,-0.111,-0.731,-0.056,-8.168,0.006,0.046,-0.007,-0.167,-0.037,0.729,-0.097,-1.693,0.978,0.012,-1.016,-0.014,-0.034,0.006,-8.276,-0.012,0.002,0.001,0.118,-1.188
gma-MIR319i-5p,0.141,-7.404,-0.001,0.177,0.016,0.653,0.095,1.233,-0.094,-0.585,0.395,0.15,-0.858,-0.002,0.361,0.057,-2.175,0.022,0.014,0.003,0.059,-0.112,-0.102,-6.234,0.001,0.036,0.008,0.45,-0.2,-1.019,-0.049,-0.802,-0.138,0.007,-0.779,-0.015,0.155,-0.084,-4.987,0.007,-0.047,-0.017,-0.069,-0.859,-0.088,13.848,0.002,0.09,0.002,0.383,-0.211,-0.274,0.002,0.221,-1.827,0.008,2.794,0.001,0.15,0.214,12.139,0.001,0.208,0.009,0.095,2.533
bra-miR5716,0.158,-9.045,-0.001,0.0,0.002,0.086,0.125,-0.158,-0.064,0.05,0.232,0.116,-0.584,-0.001,0.161,0.131,3.734,0.003,0.105,0.004,0.139,1.04,-0.167,-0.164,-0.001,0.0,-0.002,-0.196,0.003,1.144,-0.116,1.14,0.567,-0.099,-0.155,0.01,-0.006,-0.005,3.395,-0.003,-0.022,0.012,-0.029,0.522,-0.235,14.369,-0.001,0.0,-0.001,-0.158,-0.006,1.187,0.151,2.83,0.813,-0.046,2.191,0.024,0.019,0.116,19.474,-0.001,0.075,0.032,-0.006,2.891
rsa-miRn55,-0.005,-25.487,0.001,0.06,-0.001,-0.073,0.04,-1.634,-0.015,-0.158,-0.004,-0.002,-3.171,-0.003,0.045,0.002,-1.672,-0.003,-0.033,-0.003,0.035,-0.218,-0.111,-30.692,-0.003,-0.042,-0.002,-0.145,-0.021,-1.122,-0.076,-1.187,-0.036,-0.108,-4.432,-0.026,-0.089,-0.149,-8.673,-0.004,-0.163,-0.019,-0.132,-1.501,0.086,18.076,-0.001,-0.044,0.003,0.108,-0.083,0.678,0.103,7.503,-1.184,0.053,1.981,-0.026,0.0,-0.077,-0.854,0.005,-0.04,-0.035,-0.089,-0.539
rsa-miRn2,0.036,-16.676,-0.003,0.154,0.003,0.082,-0.009,-0.567,-0.02,-0.175,-0.072,0.048,-1.909,-0.001,0.045,0.041,0.151,0.004,0.017,0.009,0.107,0.159,-0.112,-3.563,-0.002,0.012,-0.006,-0.205,-0.1,-1.593,-0.042,7.307,-1.231,-0.1,-0.914,-0.009,-0.14,-0.161,-1.284,-0.009,-0.127,-0.026,-0.157,-0.721,-0.04,13.554,0.001,-0.04,-0.005,-0.048,0.11,-0.995,0.094,6.892,1.372,0.053,1.472,-0.02,-0.01,-0.075,-1.904,-0.01,-0.022,-0.047,-0.07,-0.717
rsa-mir48,0.086,-1.114,0.0,0.05,0.014,0.474,-0.025,-1.102,-0.029,-0.274,-0.466,0.299,0.534,0.001,0.213,0.173,2.112,0.016,0.137,0.0,0.133,0.867,-0.076,-4.907,-0.002,-0.003,0.008,0.395,-0.175,1.716,-0.193,1.167,0.226,0.038,-0.668,0.009,0.073,0.003,7.223,0.008,-0.045,0.016,-0.044,1.095,0.003,19.382,0.001,-0.003,0.003,0.365,-0.059,0.3,0.188,4.365,0.317,-0.019,2.893,0.003,0.173,0.087,19.568,0.0,0.099,0.019,0.003,2.978
hvu-miR9653b,0.163,-1.508,-0.001,0.172,0.011,0.421,0.105,-1.774,-0.033,-0.155,-1.499,0.197,0.467,0.0,0.233,0.158,4.712,0.016,0.158,-0.009,0.114,1.168,-0.05,-19.061,-0.002,-0.096,0.003,0.006,-0.056,0.871,-0.081,-6.263,-1.86,0.096,-3.57,0.007,-0.117,-0.271,-19.597,0.003,-0.286,0.012,-0.135,-3.618,-0.111,-21.449,-0.001,-0.192,-0.001,-0.285,-0.235,0.857,0.026,-6.978,-0.777,0.043,-4.16,-0.007,-0.257,-0.367,-23.343,-0.004,-0.363,-0.012,-0.176,-4.554
osa-miR1871,0.107,-6.316,-0.002,0.107,0.005,0.14,0.14,-0.617,0.157,-0.211,-0.156,0.132,-0.34,-0.002,0.182,0.212,7.187,0.006,0.149,0.001,0.186,1.694,0.065,-3.061,0.001,0.017,-0.004,-0.108,0.078,0.062,0.126,1.173,0.627,-0.1,-0.47,0.009,-0.091,0.03,7.823,-0.004,-0.006,0.01,-0.013,1.106,0.068,12.057,-0.001,-0.018,-0.009,-0.123,-0.005,1.306,0.061,2.105,0.91,-0.155,2.192,0.017,-0.068,0.207,22.86,-0.008,0.153,0.033,0.068,3.684
